0,1,2
6.4571E+17,my,O
6.4571E+17,citalopram,B-Drug
6.4571E+17,suddenly,O
6.4571E+17,and,O
6.4571E+17,the,O
6.4571E+17,side,O
6.4571E+17,effects,O
6.4571E+17,are,O
6.4571E+17,I,O
6.4571E+17,constantly,O
6.4571E+17,feel,B-Symptom
6.4571E+17,shit,I-Symptom
6.4571E+17,and,O
6.4571E+17,drunk,B-Symptom
6.4571E+17,all,O
6.4571E+17,the,O
6.4571E+17,time,O
6.45754E+17,Okay,O
6.45754E+17,guys,O
6.45754E+17,",",O
6.45754E+17,I,O
6.45754E+17,did,O
6.45754E+17,it,O
6.45754E+17,",",O
6.45754E+17,I,O
6.45754E+17,',O
6.45754E+17,m,O
6.45754E+17,off,O
6.45754E+17,Effexor,B-Drug
6.45754E+17,!,O
6.45754E+17,I,O
6.45754E+17,',O
6.45754E+17,m,O
6.45754E+17,not,O
6.45754E+17,trying,O
6.45754E+17,to,O
6.45754E+17,encourage,O
6.45754E+17,it,O
6.45754E+17,",",O
6.45754E+17,but,O
6.45754E+17,cold,B-Symptom
6.45754E+17,turkey,I-Symptom
6.45754E+17,(,O
6.45754E+17,once,O
6.45754E+17,I,O
6.45754E+17,was,O
6.45754E+17,on,O
6.45754E+17,lowest,O
6.45754E+17,),O
6.45754E+17,was,O
6.45754E+17,easier,O
6.45754E+17,for,O
6.45754E+17,me,O
6.45754E+17,than,O
6.45754E+17,weaning,O
6.45754E+17,.,O
6.45762E+17,First,O
6.45762E+17,day,O
6.45762E+17,taking,O
6.45762E+17,the,O
6.45762E+17,maximum,O
6.45762E+17,dose,O
6.45762E+17,of,O
6.45762E+17,Zeldox,B-Drug
6.45762E+17,.,O
6.45762E+17,I,O
6.45762E+17,',O
6.45762E+17,m,O
6.45762E+17,nervous,O
6.45762E+17,about,O
6.45762E+17,the,O
6.45762E+17,side,O
6.45762E+17,effects,O
6.45762E+17,from,O
6.45762E+17,this,O
6.45762E+17,massive,O
6.45762E+17,increase,O
6.45762E+17,#,B-Disease
6.45762E+17,actuallybipolar,I-Disease
6.45762E+17,#,O
6.45762E+17,spoonieproblems,O
6.45764E+17,Lamotrigine,B-Drug
6.45764E+17,Abilify,O
6.45764E+17,Diazepam,O
6.45764E+17,Tramodol,O
6.45764E+17,=,O
6.45764E+17,reduced,O
6.45764E+17,pain,B-Symptom
6.45764E+17,and,O
6.45764E+17,reduced,O
6.45764E+17,insanity,B-Symptom
6.45764E+17,~,O
6.45764E+17,bam,O
6.45775E+17,10mg,O
6.45775E+17,Ativan,O
6.45775E+17,40mg,O
6.45775E+17,diazepam,O
6.45775E+17,a,O
6.45775E+17,beer,O
6.45775E+17,my,O
6.45775E+17,anti,O
6.45775E+17,depressant,O
6.45775E+17,and,O
6.45775E+17,topamax,B-Drug
6.45775E+17,still,O
6.45775E+17,having,O
6.45775E+17,a,O
6.45775E+17,fucking,O
6.45775E+17,panic,B-Symptom
6.45775E+17,attack,I-Symptom
6.45775E+17,😰,O
6.4582E+17,That,O
6.4582E+17,sweet,O
6.4582E+17,",",O
6.4582E+17,sweet,O
6.4582E+17,release,O
6.4582E+17,of,O
6.4582E+17,olanzapine,B-Drug
6.4582E+17,sleep,B-Symptom
6.4582E+17,",",O
6.4582E+17,when,O
6.4582E+17,the,O
6.4582E+17,world,O
6.4582E+17,stop,B-Symptom
6.4582E+17,making,I-Symptom
6.4582E+17,sense,I-Symptom
6.4582E+17,and,O
6.4582E+17,tiredness,B-Symptom
6.4582E+17,blinds,I-Symptom
6.4582E+17,.,O
6.4582E+17,Goodnight,O
6.4582E+17,.,O
6.4586E+17,I,O
6.4586E+17,',O
6.4586E+17,m,O
6.4586E+17,awake,O
6.4586E+17,wanting,O
6.4586E+17,to,O
6.4586E+17,take,O
6.4586E+17,more,O
6.4586E+17,trazodone,B-Drug
6.4586E+17,because,O
6.4586E+17,my,O
6.4586E+17,legs,O
6.4586E+17,hurt,O
6.4586E+17,.,O
6.4586E+17,Pain,B-Symptom
6.4586E+17,killing,O
6.4586E+17,is,O
6.4586E+17,not,O
6.4586E+17,the,O
6.4586E+17,purpose,O
6.4586E+17,of,O
6.4586E+17,trazodone,O
6.4586E+17,but,O
6.4586E+17,.,O
6.4586E+17,.,O
6.4586E+17,.,O
6.4586E+17,😏,O
6.45912E+17,I,O
6.45912E+17,don,O
6.45912E+17,',O
6.45912E+17,t,O
6.45912E+17,want,O
6.45912E+17,to,O
6.45912E+17,go,O
6.45912E+17,back,O
6.45912E+17,to,O
6.45912E+17,uni,O
6.45912E+17,",",O
6.45912E+17,or,O
6.45912E+17,at,O
6.45912E+17,least,O
6.45912E+17,not,O
6.45912E+17,whilst,O
6.45912E+17,I,O
6.45912E+17,',O
6.45912E+17,m,O
6.45912E+17,still,O
6.45912E+17,on,O
6.45912E+17,seroquel,B-Drug
6.45912E+17,.,O
6.45912E+17,It,O
6.45912E+17,',O
6.45912E+17,s,O
6.45912E+17,impossible,O
6.45912E+17,to,O
6.45912E+17,do,O
6.45912E+17,anything,O
6.45912E+17,whilst,O
6.45912E+17,you,O
6.45912E+17,',O
6.45912E+17,re,O
6.45912E+17,this,O
6.45912E+17,tired,B-Symptom
6.45912E+17,😖,O
6.45918E+17,The,O
6.45918E+17,first,O
6.45918E+17,week,O
6.45918E+17,",",O
6.45918E+17,citalopram,B-Drug
6.45918E+17,made,O
6.45918E+17,me,O
6.45918E+17,yawn,B-Symptom
6.45918E+17,constantly,O
6.45918E+17,",",O
6.45918E+17,which,O
6.45918E+17,was,O
6.45918E+17,very,O
6.45918E+17,-,O
6.45918E+17,*,O
6.45918E+17,cut,O
6.45918E+17,off,O
6.45918E+17,by,O
6.45918E+17,even,O
6.45918E+17,more,O
6.45918E+17,yawning,O
6.45918E+17,*,O
6.45925E+17,I,O
6.45925E+17,need,O
6.45925E+17,to,O
6.45925E+17,sleep,O
6.45925E+17,but,O
6.45925E+17,my,O
6.45925E+17,prednisone,B-Drug
6.45925E+17,and,O
6.45925E+17,asthma,O
6.45925E+17,meds,O
6.45925E+17,giving,O
6.45925E+17,me,O
6.45925E+17,insomnia,B-Symptom
6.45925E+17,.,O
6.45925E+17,I,O
6.45925E+17,finally,O
6.45925E+17,stopped,O
6.45925E+17,wheezing,B-Symptom
6.45925E+17,but,O
6.45925E+17,can,O
6.45925E+17,',O
6.45925E+17,t,O
6.45925E+17,turn,O
6.45925E+17,my,O
6.45925E+17,brain,O
6.45925E+17,off,O
6.45925E+17,!,O
6.45961E+17,Tropical,O
6.45961E+17,Depression,B-Disease
6.45961E+17,Sixteen,O
6.45961E+17,-,O
6.45961E+17,E,O
6.45961E+17,is,O
6.45961E+17,due,O
6.45961E+17,to,O
6.45961E+17,slam,O
6.45961E+17,Phoenix,O
6.45961E+17,today,O
6.45961E+17,and,O
6.45961E+17,tomorrow,O
6.45961E+17,.,O
6.45961E+17,Taking,O
6.45961E+17,my,O
6.45961E+17,Tropical,O
6.45961E+17,Cymbalta,B-Drug
6.45961E+17,now,O
6.45961E+17,.,O
6.45976E+17,Hardship,O
6.45976E+17,line,O
6.45976E+17,person,O
6.45976E+17,:,O
6.45976E+17,my,O
6.45976E+17,feet,O
6.45976E+17,are,O
6.45976E+17,tingly,B-Symptom
6.45976E+17,and,O
6.45976E+17,numb,O
6.45976E+17,cause,O
6.45976E+17,I,O
6.45976E+17,take,O
6.45976E+17,topamax,B-Drug
6.45976E+17,for,O
6.45976E+17,migraines,O
6.45976E+17,.,O
6.45976E+17,Let,O
6.45976E+17,me,O
6.45976E+17,leave,O
6.45976E+17,k,O
6.45976E+17,thanks,O
6.45976E+17,yes,O
6.45976E+17,bye,O
6.45982E+17,Effexor,B-Drug
6.45982E+17,XR,I-Drug
6.45982E+17,is,O
6.45982E+17,used,O
6.45982E+17,for,O
6.45982E+17,treating,O
6.45982E+17,depression,B-Disease
6.45982E+17,",",O
6.45982E+17,generalized,O
6.45982E+17,or,O
6.45982E+17,social,O
6.45982E+17,anxiety,O
6.45982E+17,disorder,O
6.45982E+17,",",O
6.45982E+17,.,O
6.45982E+17,.,O
6.45982E+17,.,O
6.45982E+17,.,O
6.45982E+17,Kamagra,O
6.45982E+17,oral,O
6.45982E+17,jelly,O
6.45982E+17,equivalent,O
6.45982E+17,in,O
6.45982E+17,india,O
6.46009E+17,And,O
6.46009E+17,this,O
6.46009E+17,is,O
6.46009E+17,why,O
6.46009E+17,after,O
6.46009E+17,the,O
6.46009E+17,prednisone,B-Drug
6.46009E+17,is,O
6.46009E+17,out,O
6.46009E+17,of,O
6.46009E+17,my,O
6.46009E+17,system,O
6.46009E+17,I,O
6.46009E+17,',O
6.46009E+17,m,O
6.46009E+17,going,O
6.46009E+17,to,O
6.46009E+17,try,O
6.46009E+17,citalopram,B-Drug
6.46009E+17,again,O
6.46009E+17,.,O
6.46009E+17,Fuck,O
6.46009E+17,anxiety,B-Symptom
6.46009E+17,.,O
6.46031E+17,Went,O
6.46031E+17,in,O
6.46031E+17,to,O
6.46031E+17,get,O
6.46031E+17,a,O
6.46031E+17,nasty,O
6.46031E+17,bee,B-Symptom
6.46031E+17,sting,I-Symptom
6.46031E+17,checked,O
6.46031E+17,out,O
6.46031E+17,.,O
6.46031E+17,The,O
6.46031E+17,Doc,O
6.46031E+17,said,O
6.46031E+17,prednisone,B-Drug
6.46031E+17,might,O
6.46031E+17,make,O
6.46031E+17,me,O
6.46031E+17,feel,O
6.46031E+17,crazy,B-Symptom
6.46031E+17,.,O
6.46031E+17,Not,O
6.46031E+17,to,O
6.46031E+17,worry,O
6.46031E+17,",",O
6.46031E+17,I,O
6.46031E+17,',O
6.46031E+17,ve,O
6.46031E+17,been,O
6.46031E+17,crazy,O
6.46031E+17,for,O
6.46031E+17,years,O
6.46031E+17,👍,O
6.46031E+17,🏻,O
6.46054E+17,Try,O
6.46054E+17,affording,O
6.46054E+17,asthma,B-Disease
6.46054E+17,meds,O
6.46054E+17,like,O
6.46054E+17,Singulair,B-Drug
6.46054E+17,or,O
6.46054E+17,Advair,O
6.46054E+17,without,O
6.46054E+17,insurance,O
6.46054E+17,.,O
6.46054E+17,Hit,O
6.46054E+17,a,O
6.46054E+17,chemo,O
6.46054E+17,wall,O
6.46054E+17,today,O
6.46054E+17,when,O
6.46054E+17,#,B-Drug
6.46054E+17,Docetaxel,I-Drug
6.46054E+17,hid,O
6.46054E+17,my,O
6.46054E+17,batteries,O
6.46054E+17,-,O
6.46054E+17,looking,O
6.46054E+17,forward,O
6.46054E+17,to,O
6.46054E+17,better,O
6.46054E+17,Tues,O
6.46054E+17,.,O
6.46054E+17,Nite,O
6.46054E+17,all,O
6.46054E+17,chemo,O
6.46054E+17,warriors,O
6.46054E+17,X,O
6.46078E+17,Looking,O
6.46078E+17,for,O
6.46078E+17,info,O
6.46078E+17,on,O
6.46078E+17,#,B-Drug
6.46078E+17,Tamoxifen,I-Drug
6.46078E+17,studies,O
6.46078E+17,of,O
6.46078E+17,5,O
6.46078E+17,years,O
6.46078E+17,vs,O
6.46078E+17,.,O
6.46078E+17,10,O
6.46078E+17,years,O
6.46078E+17,for,O
6.46078E+17,breast,B-Disease
6.46078E+17,cancer,I-Disease
6.46078E+17,survivors,O
6.46078E+17,.,O
6.46078E+17,Pls,O
6.46078E+17,forward,O
6.46078E+17,any,O
6.46078E+17,relevant,O
6.46078E+17,info,O
6.46078E+17,.,O
6.46078E+17,Thanks,O
6.46078E+17,!,O
6.47045E+17,Zyprexa,B-Drug
6.47045E+17,+,O
6.47045E+17,Seroquel,B-Drug
6.47045E+17,+,O
6.47045E+17,Xanax,O
6.47045E+17,=,O
6.47045E+17,Zombie,B-Symptom
6.47045E+17,state,O
6.47045E+17,all,O
6.47045E+17,day,O
6.47045E+17,.,O
6.47045E+17,Minus,O
6.47045E+17,the,O
6.47045E+17,Seroquel,O
6.47045E+17,and,O
6.47045E+17,it,O
6.47045E+17,',O
6.47045E+17,s,O
6.47045E+17,perfect,O
6.47045E+17,:,O
6.47045E+17,),O
6.47071E+17,I,O
6.47071E+17,',O
6.47071E+17,ve,O
6.47071E+17,gone,B-Symptom
6.47071E+17,up,I-Symptom
6.47071E+17,two,I-Symptom
6.47071E+17,dress,I-Symptom
6.47071E+17,sizes,I-Symptom
6.47071E+17,since,O
6.47071E+17,being,O
6.47071E+17,on,O
6.47071E+17,quetiapine,B-Drug
6.47071E+17,and,O
6.47071E+17,the,O
6.47071E+17,prospect,O
6.47071E+17,of,O
6.47071E+17,gaining,O
6.47071E+17,more,O
6.47071E+17,weight,O
6.47071E+17,is,O
6.47071E+17,horrifying,O
6.47071E+17,.,O
6.47094E+17,Today,O
6.47094E+17,',O
6.47094E+17,s,O
6.47094E+17,topic,O
6.47094E+17,:,O
6.47094E+17,The,O
6.47094E+17,Use,O
6.47094E+17,of,O
6.47094E+17,Buprenorphine,B-Drug
6.47094E+17,in,O
6.47094E+17,the,O
6.47094E+17,Treatment,O
6.47094E+17,of,O
6.47094E+17,Opiate,O
6.47094E+17,Dependence,O
6.47094E+17,presented,O
6.47094E+17,by,O
6.47094E+17,Dr,O
6.47094E+17,.,O
6.47094E+17,Richard,O
6.47094E+17,Gracer,O
6.47094E+17,#,O
6.47094E+17,APlivewebinar,O
6.47113E+17,Mood,O
6.47113E+17,stabilizers,O
6.47113E+17,are,O
6.47113E+17,used,O
6.47113E+17,primarily,O
6.47113E+17,in,O
6.47113E+17,bipolar,B-Disease
6.47113E+17,disorder,I-Disease
6.47113E+17,.,O
6.47113E+17,Lithium,O
6.47113E+17,and,O
6.47113E+17,Lamictal,B-Drug
6.47113E+17,are,O
6.47113E+17,notable,O
6.47113E+17,for,O
6.47113E+17,treating,O
6.47113E+17,both,O
6.47113E+17,mania,O
6.47113E+17,and,O
6.47113E+17,depression,B-Disease
6.47113E+17,.,O
6.47248E+17,@,O
6.47248E+17,2LitLilly,O
6.47248E+17,woah,O
6.47248E+17,",",O
6.47248E+17,they,O
6.47248E+17,just,O
6.47248E+17,increased,O
6.47248E+17,my,O
6.47248E+17,topamax,B-Drug
6.47248E+17,from,O
6.47248E+17,50,O
6.47248E+17,to,O
6.47248E+17,100,O
6.47248E+17,to,O
6.47248E+17,prevent,O
6.47248E+17,my,O
6.47248E+17,headaches,B-Symptom
6.47333E+17,Brighton,O
6.47333E+17,Breast,O
6.47333E+17,Day,O
6.47333E+17,;,O
6.47333E+17,Louise,O
6.47333E+17,Izatt,O
6.47333E+17,(,O
6.47333E+17,Guys,O
6.47333E+17,),O
6.47333E+17,:,O
6.47333E+17,in,O
6.47333E+17,their,O
6.47333E+17,whole,O
6.47333E+17,BRCA,O
6.47333E+17,service,O
6.47333E+17,only,O
6.47333E+17,one,O
6.47333E+17,woman,O
6.47333E+17,has,O
6.47333E+17,chosen,O
6.47333E+17,Tamoxifen,B-Drug
6.47333E+17,chemo,O
6.47333E+17,prevention,O
6.47333E+17,over,O
6.47333E+17,surgery,O
6.47333E+17,.,O
6.47386E+17,#,O
6.47386E+17,ECC15,O
6.47386E+17,27,O
6.47386E+17,/,O
6.47386E+17,9,O
6.47386E+17,/,O
6.47386E+17,15,O
6.47386E+17,",",O
6.47386E+17,10,O
6.47386E+17,:,O
6.47386E+17,30am,O
6.47386E+17,Hall,O
6.47386E+17,C2,O
6.47386E+17,:,O
6.47386E+17,What,O
6.47386E+17,is,O
6.47386E+17,the,O
6.47386E+17,evidence,O
6.47386E+17,for,O
6.47386E+17,adding,O
6.47386E+17,docetaxel,O
6.47386E+17,or,O
6.47386E+17,bisphosphonates,O
6.47386E+17,to,O
6.47386E+17,ADT,O
6.47386E+17,in,O
6.47386E+17,men,O
6.47386E+17,with,O
6.47386E+17,prostate,O
6.47386E+17,cancer,O
6.47386E+17,?,O
6.47411E+17,Prednisone,B-Drug
6.47411E+17,affects,O
6.47411E+17,me,O
6.47411E+17,differently,O
6.47411E+17,every,O
6.47411E+17,single,O
6.47411E+17,time,O
6.47411E+17,",",O
6.47411E+17,except,O
6.47411E+17,for,O
6.47411E+17,one,O
6.47411E+17,thing,O
6.47411E+17,",",O
6.47411E+17,I,O
6.47411E+17,NEVER,O
6.47411E+17,SLEEP,B-Symptom
6.47411E+17,!,O
6.47411E+17,#,O
6.47411E+17,walkingzombie,O
6.47429E+17,The,O
6.47429E+17,prob,O
6.47429E+17,is,O
6.47429E+17,finding,O
6.47429E+17,a,O
6.47429E+17,psychiatrist,O
6.47429E+17,who,O
6.47429E+17,will,O
6.47429E+17,treat,O
6.47429E+17,me,O
6.47429E+17,for,O
6.47429E+17,just,O
6.47429E+17,anxiety,B-Symptom
6.47429E+17,instead,O
6.47429E+17,of,O
6.47429E+17,depression,B-Disease
6.47429E+17,:,O
6.47429E+17,they,O
6.47429E+17,LOVE,O
6.47429E+17,to,O
6.47429E+17,prescribe,O
6.47429E+17,their,O
6.47429E+17,Prozac,B-Drug
6.47429E+17,&,O
6.47429E+17,amp,O
6.47429E+17,;,O
6.47429E+17,Seroquel,B-Drug
6.47429E+17,.,O
6.4744E+17,E,O
6.4744E+17,Winer,O
6.4744E+17,:,O
6.4744E+17,endocrine,O
6.4744E+17,therapy,O
6.4744E+17,in,O
6.4744E+17,breast,B-Disease
6.4744E+17,cancer,I-Disease
6.4744E+17,used,O
6.4744E+17,to,O
6.4744E+17,be,O
6.4744E+17,so,O
6.4744E+17,easy,O
6.4744E+17,:,O
6.4744E+17,tamoxifen,B-Drug
6.4744E+17,",",O
6.4744E+17,tamoxifen,O
6.4744E+17,",",O
6.4744E+17,tamoxifen,O
6.4744E+17,(,O
6.4744E+17,&,O
6.4744E+17,amp,O
6.4744E+17,;,O
6.4744E+17,mostly,O
6.4744E+17,in,O
6.4744E+17,postmenopausal,O
6.4744E+17,women,O
6.4744E+17,),O
6.4744E+17,.,O
6.4744E+17,#,O
6.4744E+17,bcs15,O
6.47453E+17,Cymbalta,B-Drug
6.47453E+17,is,O
6.47453E+17,fucking,O
6.47453E+17,me,O
6.47453E+17,up,O
6.47453E+17,.,O
6.47453E+17,Don,O
6.47453E+17,',O
6.47453E+17,t,O
6.47453E+17,know,O
6.47453E+17,if,O
6.47453E+17,I,O
6.47453E+17,can,O
6.47453E+17,wait,O
6.47453E+17,the,O
6.47453E+17,4,O
6.47453E+17,weeks,O
6.47453E+17,it,O
6.47453E+17,takes,O
6.47453E+17,to,O
6.47453E+17,adjust,O
6.47453E+17,.,O
6.47453E+17,Can,O
6.47453E+17,',O
6.47453E+17,t,O
6.47453E+17,sleep,B-Symptom
6.47453E+17,&,O
6.47453E+17,amp,O
6.47453E+17,;,O
6.47453E+17,I,O
6.47453E+17,constantly,O
6.47453E+17,feel,O
6.47453E+17,like,O
6.47453E+17,puking,B-Symptom
6.47453E+17,.,O
6.47453E+17,Ugh,O
6.47453E+17,.,O
6.47453E+17,#,O
6.47453E+17,Fibro,O
6.4752E+17,They,O
6.4752E+17,are,O
6.4752E+17,saying,O
6.4752E+17,turmeric,O
6.4752E+17,is,O
6.4752E+17,more,O
6.4752E+17,effective,O
6.4752E+17,for,O
6.4752E+17,bipolarity,B-Disease
6.4752E+17,and,O
6.4752E+17,depression,B-Disease
6.4752E+17,than,O
6.4752E+17,Prozac,B-Drug
6.4752E+17,and,O
6.4752E+17,other,O
6.4752E+17,mind,O
6.4752E+17,altering,O
6.4752E+17,prescription,O
6.4752E+17,medications,O
6.4752E+17,.,O
6.47555E+17,When,O
6.47555E+17,your,O
6.47555E+17,scar,O
6.47555E+17,tissue,O
6.47555E+17,came,O
6.47555E+17,back,O
6.47555E+17,and,O
6.47555E+17,you,O
6.47555E+17,had,O
6.47555E+17,to,O
6.47555E+17,get,O
6.47555E+17,an,O
6.47555E+17,injection,O
6.47555E+17,of,O
6.47555E+17,cortisone,B-Drug
6.47555E+17,in,O
6.47555E+17,your,O
6.47555E+17,ankle,O
6.47555E+17,",",O
6.47555E+17,and,O
6.47555E+17,it,O
6.47555E+17,hurt,B-Symptom
6.47555E+17,so,O
6.47555E+17,fricking,O
6.47555E+17,bad,O
6.47555E+17,💁,O
6.47555E+17,🏼,O
6.47555E+17,😭,O
6.47555E+17,😭,O
6.47567E+17,oops,O
6.47567E+17,i,O
6.47567E+17,dropped,O
6.47567E+17,my,O
6.47567E+17,monster,O
6.47567E+17,cymbalta,B-Drug
6.47567E+17,capsules,O
6.47567E+17,that,O
6.47567E+17,i,O
6.47567E+17,use,O
6.47567E+17,for,O
6.47567E+17,my,O
6.47567E+17,magnum,O
6.47567E+17,depression,O
6.47571E+17,After,O
6.47571E+17,a,O
6.47571E+17,night,B-Symptom
6.47571E+17,of,I-Symptom
6.47571E+17,no,I-Symptom
6.47571E+17,sleep,I-Symptom
6.47571E+17,last,O
6.47571E+17,night,O
6.47571E+17,",",O
6.47571E+17,I,O
6.47571E+17,am,O
6.47571E+17,now,O
6.47571E+17,going,O
6.47571E+17,to,O
6.47571E+17,sleep,O
6.47571E+17,before,O
6.47571E+17,7,O
6.47571E+17,:,O
6.47571E+17,45pm,O
6.47571E+17,on,O
6.47571E+17,a,O
6.47571E+17,#,O
6.47571E+17,fridaynight,O
6.47571E+17,thanks,O
6.47571E+17,to,O
6.47571E+17,my,O
6.47571E+17,friend,O
6.47571E+17,#,B-Drug
6.47571E+17,Trazodone,I-Drug
6.47571E+17,#,O
6.47571E+17,goodnight,O
6.47667E+17,"""",O
6.47667E+17,I,O
6.47667E+17,know,O
6.47667E+17,why,O
6.47667E+17,I,O
6.47667E+17,',O
6.47667E+17,ve,O
6.47667E+17,been,O
6.47667E+17,so,O
6.47667E+17,bipolar,B-Disease
6.47667E+17,.,O
6.47667E+17,I,O
6.47667E+17,forgot,O
6.47667E+17,to,O
6.47667E+17,take,O
6.47667E+17,my,O
6.47667E+17,Lamictal,B-Drug
6.47667E+17,"""",O
6.47667E+17,Me,O
6.47667E+17,"""",O
6.47667E+17,For,O
6.47667E+17,how,O
6.47667E+17,long,O
6.47667E+17,?,O
6.47667E+17,"""",O
6.47667E+17,S,O
6.47667E+17,"""",O
6.47667E+17,Like,O
6.47667E+17,twenty,O
6.47667E+17,days,O
6.47667E+17,"""",O
6.47667E+17,Me,O
6.47667E+17,"""",O
6.47667E+17,I,O
6.47667E+17,',O
6.47667E+17,m,O
6.47667E+17,gonna,O
6.47667E+17,kick,O
6.47667E+17,your,O
6.47667E+17,a,O
6.47667E+17,*,O
6.47667E+17,*,O
6.47667E+17,"""",O
6.47667E+17,S,O
6.47682E+17,Dear,O
6.47682E+17,zoloft,B-Drug
6.47682E+17,please,O
6.47682E+17,stop,O
6.47682E+17,fucking,O
6.47682E+17,about,O
6.47682E+17,an,O
6.47682E+17,let,O
6.47682E+17,me,O
6.47682E+17,sleep,B-Symptom
6.47682E+17,.,O
6.47682E+17,Im,O
6.47682E+17,sick,O
6.47682E+17,of,O
6.47682E+17,being,O
6.47682E+17,anxious,B-Symptom
6.47682E+17,and,O
6.47682E+17,tired,B-Symptom
6.47682E+17,at,O
6.47682E+17,the,O
6.47682E+17,same,O
6.47682E+17,time,O
6.47682E+17,.,O
6.47682E+17,#,O
6.47682E+17,Fuckedupmeds,O
6.47722E+17,OH,O
6.47722E+17,MAN,O
6.47722E+17,i,O
6.47722E+17,am,O
6.47722E+17,covered,O
6.47722E+17,head,O
6.47722E+17,-,O
6.47722E+17,to,O
6.47722E+17,-,O
6.47722E+17,toe,O
6.47722E+17,in,O
6.47722E+17,an,O
6.47722E+17,itchy,O
6.47722E+17,chemo,O
6.47722E+17,rash,B-Symptom
6.47722E+17,that,O
6.47722E+17,looks,O
6.47722E+17,like,O
6.47722E+17,poison,O
6.47722E+17,ivy,O
6.47722E+17,.,O
6.47722E+17,rx,O
6.47722E+17,cortisone,B-Drug
6.47722E+17,cream,O
6.47722E+17,not,O
6.47722E+17,working,O
6.47722E+17,yet,O
6.47722E+17,.,O
6.47722E+17,EEK,O
6.47722E+17,come,O
6.47722E+17,itch,O
6.47722E+17,meeee,O
6.47799E+17,B,O
6.47799E+17,Arun,O
6.47799E+17,:,O
6.47799E+17,Longterm,O
6.47799E+17,followup,O
6.47799E+17,of,O
6.47799E+17,P2,O
6.47799E+17,trial,O
6.47799E+17,of,O
6.47799E+17,tamoxfen,O
6.47799E+17,v,O
6.47799E+17,raloxifene,O
6.47799E+17,shows,O
6.47799E+17,superiority,O
6.47799E+17,4,O
6.47799E+17,tamoxifen,O
6.47799E+17,in,O
6.47799E+17,reducing,O
6.47799E+17,invasive,O
6.47799E+17,breast,O
6.47799E+17,ca,O
6.47799E+17,incidence,O
6.47799E+17,#,O
6.47799E+17,bcs15,O
6.4785E+17,Treatment,O
6.4785E+17,for,O
6.4785E+17,Giant,O
6.4785E+17,Cell,O
6.4785E+17,/,O
6.4785E+17,Temporal,B-Disease
6.4785E+17,Arteritis,I-Disease
6.4785E+17,are,O
6.4785E+17,treated,O
6.4785E+17,with,O
6.4785E+17,HIGH,O
6.4785E+17,doses,O
6.4785E+17,of,O
6.4785E+17,prednisone,B-Drug
6.4785E+17,.,O
6.4785E+17,Give,O
6.4785E+17,low,O
6.4785E+17,doses,O
6.4785E+17,for,O
6.4785E+17,Polymyalgia,B-Disease
6.4785E+17,Rheumatica,I-Disease
6.4785E+17,.,O
6.47881E+17,You,O
6.47881E+17,',O
6.47881E+17,re,O
6.47881E+17,on,O
6.47881E+17,suboxone,B-Drug
6.47881E+17,but,O
6.47881E+17,you,O
6.47881E+17,',O
6.47881E+17,re,O
6.47881E+17,clean,O
6.47881E+17,?,O
6.47881E+17,Ok,O
6.47881E+17,bro,O
6.47881E+17,.,O
6.47881E+17,.,O
6.47881E+17,.,O
6.47881E+17,Whatever,O
6.47881E+17,helps,O
6.47881E+17,you,O
6.47881E+17,sleep,B-Symptom
6.47881E+17,at,O
6.47881E+17,night,O
6.47881E+17,.,O
6.47915E+17,I,O
6.47915E+17,need,O
6.47915E+17,some,O
6.47915E+17,lisinopril,B-Drug
6.47915E+17,for,O
6.47915E+17,my,O
6.47915E+17,blood,B-Symptom
6.47915E+17,pressure,I-Symptom
6.47998E+17,Why,O
6.47998E+17,is,O
6.47998E+17,it,O
6.47998E+17,the,O
6.47998E+17,one,O
6.47998E+17,time,O
6.47998E+17,I,O
6.47998E+17,eat,O
6.47998E+17,something,O
6.47998E+17,and,O
6.47998E+17,actually,O
6.47998E+17,want,O
6.47998E+17,my,O
6.47998E+17,BG,O
6.47998E+17,to,O
6.47998E+17,go,O
6.47998E+17,up,O
6.47998E+17,",",O
6.47998E+17,it,O
6.47998E+17,goes,O
6.47998E+17,down,O
6.47998E+17,instead,O
6.47998E+17,?,O
6.47998E+17,Thanks,O
6.47998E+17,",",O
6.47998E+17,Zoloft,B-Drug
6.47998E+17,.,O
6.47998E+17,#,B-Disease
6.47998E+17,diabetes,I-Disease
6.47998E+17,#,O
6.47998E+17,dlife,O
6.47998E+17,#,O
6.47998E+17,doc,O
6.47998E+17,#,O
6.47998E+17,dsma,O
6.48017E+17,i,O
6.48017E+17,need,O
6.48017E+17,some,O
6.48017E+17,eyeglasses,O
6.48017E+17,to,O
6.48017E+17,use,O
6.48017E+17,",",O
6.48017E+17,so,O
6.48017E+17,itchy,B-Symptom
6.48017E+17,my,I-Symptom
6.48017E+17,eyes,I-Symptom
6.48017E+17,.,O
6.48017E+17,.,O
6.48017E+17,#,B-Drug
6.48017E+17,ciprofloxacin,I-Drug
6.48051E+17,#,O
6.48051E+17,ERS2015,O
6.48051E+17,Klok,O
6.48051E+17,now,O
6.48051E+17,refers,O
6.48051E+17,to,O
6.48051E+17,preschool,O
6.48051E+17,wheezing,B-Symptom
6.48051E+17,as,O
6.48051E+17,"""",O
6.48051E+17,Toddler,B-Disease
6.48051E+17,',I-Disease
6.48051E+17,s,I-Disease
