Document ID,Sentence No,Word,Tag
LIPITOR.20,1699,then,O
LIPITOR.20,1699,yesterday,O
LIPITOR.20,1699,an,O
LIPITOR.20,1699,MRI,O
LIPITOR.20,1699,-,O
LIPITOR.20,1699,all,O
LIPITOR.20,1699,were,O
LIPITOR.20,1699,normal,O
LIPITOR.20,1699,0,O
LIPITOR.20,1700,The,O
LIPITOR.20,1700,fatigue,B-ADR
LIPITOR.20,1700,",",O
LIPITOR.20,1700,muscle,B-ADR
LIPITOR.20,1700,pain,I-ADR
LIPITOR.20,1700,",",O
LIPITOR.20,1700,headaches,B-ADR
LIPITOR.20,1700,",",O
LIPITOR.20,1700,and,O
LIPITOR.20,1700,general,B-ADR
LIPITOR.20,1700,malaise,I-ADR
LIPITOR.20,1700,continue,O
LIPITOR.20,1700,0,O
LIPITOR.20,1701,I,O
LIPITOR.20,1701,am,O
LIPITOR.20,1701,taking,O
LIPITOR.20,1701,myself,O
LIPITOR.20,1701,off,O
LIPITOR.20,1701,this,O
LIPITOR.20,1701,drug,O
LIPITOR.20,1701,and,O
LIPITOR.20,1701,hope,O
LIPITOR.20,1701,that,O
LIPITOR.20,1701,my,O
LIPITOR.20,1701,apparently,O
LIPITOR.20,1701,healthy,O
LIPITOR.20,1701,body,O
LIPITOR.20,1701,recovers,O
LIPITOR.20,1701,0,O
LIPITOR.20,1702,Why,O
LIPITOR.20,1702,is,O
LIPITOR.20,1702,my,O
LIPITOR.20,1702,doctor,O
LIPITOR.20,1702,unaware,O
LIPITOR.20,1702,of,O
LIPITOR.20,1702,the,O
LIPITOR.20,1702,Lipitor,B-Drug
LIPITOR.20,1702,side,O
LIPITOR.20,1702,effects,O
LIPITOR.20,1702,?,O
LIPITOR.20,1702,Why,O
LIPITOR.20,1702,did,O
LIPITOR.20,1702,I,O
LIPITOR.20,1702,spend,O
LIPITOR.20,1702,almost,O
LIPITOR.20,1702,$,O
LIPITOR.20,1702,1,O
LIPITOR.20,1702,",",O
LIPITOR.20,1702,0,O
LIPITOR.20,1702,of,O
LIPITOR.20,1702,my,O
LIPITOR.20,1702,own,O
LIPITOR.20,1702,money,O
LIPITOR.20,1702,AFTER,O
LIPITOR.20,1702,insurance,O
LIPITOR.20,1702,on,O
LIPITOR.20,1702,all,O
LIPITOR.20,1702,these,O
LIPITOR.20,1702,tests,O
LIPITOR.20,1702,without,O
LIPITOR.20,1702,considering,O
LIPITOR.20,1702,that,O
LIPITOR.20,1702,my,O
LIPITOR.20,1702,symptoms,O
LIPITOR.20,1702,match,O
LIPITOR.20,1702,those,O
LIPITOR.20,1702,for,O
LIPITOR.20,1702,Lipitor,B-Drug
LIPITOR.20,1702,?,O
LIPITOR.20,1702,So,O
LIPITOR.20,1702,frustrating,O
LIPITOR.20,1702,!,O
LIPITOR.20,1702,I,O
LIPITOR.20,1702,will,O
LIPITOR.20,1702,check,O
LIPITOR.20,1702,back,O
LIPITOR.20,1702,in,O
LIPITOR.20,1702,and,O
LIPITOR.20,1702,document,O
LIPITOR.20,1702,how,O
LIPITOR.20,1702,I,O
LIPITOR.20,1702,feel,O
LIPITOR.20,1702,in,O
LIPITOR.20,1702,a,O
LIPITOR.20,1702,month,O
LIPITOR.20,1702,0,O
LIPITOR.200,1703,I,O
LIPITOR.200,1703,was,O
LIPITOR.200,1703,started,O
LIPITOR.200,1703,on,O
LIPITOR.200,1703,80,O
LIPITOR.200,1703,Lipitor,B-Drug
LIPITOR.200,1703,",",O
LIPITOR.200,1703,took,O
LIPITOR.200,1703,it,O
LIPITOR.200,1703,for,O
LIPITOR.200,1703,3,O
LIPITOR.200,1703,months,O
LIPITOR.200,1703,0,O
LIPITOR.200,1704,muscle,B-ADR
LIPITOR.200,1704,weakness,I-ADR
LIPITOR.200,1704,",",O
LIPITOR.200,1704,legs,B-ADR
LIPITOR.200,1704,felt,I-ADR
LIPITOR.200,1704,like,I-ADR
LIPITOR.200,1704,dropping,I-ADR
LIPITOR.200,1704,off,I-ADR
LIPITOR.200,1704,",",O
LIPITOR.200,1704,muscle,B-ADR
LIPITOR.200,1704,cramps,I-ADR
LIPITOR.200,1704,",",O
LIPITOR.200,1704,twitching,B-ADR
LIPITOR.200,1704,",",O
LIPITOR.200,1704,day,O
LIPITOR.200,1704,and,O
LIPITOR.200,1704,night,O
LIPITOR.200,1704,0,O
LIPITOR.200,1705,leathargy,B-ADR
LIPITOR.200,1705,",",O
LIPITOR.200,1705,was,O
LIPITOR.200,1705,coming,O
LIPITOR.200,1705,home,O
LIPITOR.200,1705,from,O
LIPITOR.200,1705,work,O
LIPITOR.200,1705,so,O
LIPITOR.200,1705,tired,B-ADR
LIPITOR.200,1705,",",O
LIPITOR.200,1705,would,O
LIPITOR.200,1705,not,O
LIPITOR.200,1705,eat,O
LIPITOR.200,1705,going,O
LIPITOR.200,1705,right,O
LIPITOR.200,1705,to,O
LIPITOR.200,1705,bed,O
LIPITOR.200,1705,0,O
LIPITOR.200,1706,pain,B-ADR
LIPITOR.200,1706,in,I-ADR
LIPITOR.200,1706,the,I-ADR
LIPITOR.200,1706,back,I-ADR
LIPITOR.200,1706,in,I-ADR
LIPITOR.200,1706,shoulder,I-ADR
LIPITOR.200,1706,muscles,I-ADR
LIPITOR.200,1706,0,O
LIPITOR.200,1707,Told,O
LIPITOR.200,1707,my,O
LIPITOR.200,1707,Dr,O
LIPITOR.200,1707,about,O
LIPITOR.200,1707,symptoms,O
LIPITOR.200,1707,",",O
LIPITOR.200,1707,hes,O
LIPITOR.200,1707,idea,O
LIPITOR.200,1707,was,O
LIPITOR.200,1707,well,O
LIPITOR.200,1707,we,O
LIPITOR.200,1707,will,O
LIPITOR.200,1707,lower,O
LIPITOR.200,1707,it,O
LIPITOR.200,1707,to,O
LIPITOR.200,1707,about,O
LIPITOR.200,1707,20,O
LIPITOR.200,1707,Lipitor,B-Drug
LIPITOR.200,1707,",",O
LIPITOR.200,1707,I,O
LIPITOR.200,1707,said,O
LIPITOR.200,1707,no,O
LIPITOR.200,1707,way,O
LIPITOR.200,1707,0,O
LIPITOR.200,1708,I,O
LIPITOR.200,1708,am,O
LIPITOR.200,1708,now,O
LIPITOR.200,1708,on,O
LIPITOR.200,1708,a,O
LIPITOR.200,1708,low,O
LIPITOR.200,1708,fat,O
LIPITOR.200,1708,diet,O
LIPITOR.200,1708,",",O
LIPITOR.200,1708,and,O
LIPITOR.200,1708,will,O
LIPITOR.200,1708,loose,O
LIPITOR.200,1708,about,O
LIPITOR.200,1708,25lbs,O
LIPITOR.200,1708,",",O
LIPITOR.200,1708,and,O
LIPITOR.200,1708,use,O
LIPITOR.200,1708,diet,O
LIPITOR.200,1708,control,O
LIPITOR.200,1708,",",O
LIPITOR.200,1708,would,O
LIPITOR.200,1708,never,O
LIPITOR.200,1708,take,O
LIPITOR.200,1708,another,O
LIPITOR.200,1708,statin,O
LIPITOR.200,1708,drug,O
LIPITOR.200,1708,",",O
LIPITOR.200,1708,It,O
LIPITOR.200,1708,has,O
LIPITOR.200,1708,taken,O
LIPITOR.200,1708,about,O
LIPITOR.200,1708,a,O
LIPITOR.200,1708,month,O
LIPITOR.200,1708,to,O
LIPITOR.200,1708,feel,O
LIPITOR.200,1708,good,O
LIPITOR.200,1708,again,O
LIPITOR.200,1708,0,O
LIPITOR.201,1709,Just,O
LIPITOR.201,1709,before,O
LIPITOR.201,1709,this,O
LIPITOR.201,1709,last,O
LIPITOR.201,1709,Christmas,O
LIPITOR.201,1709,I,O
LIPITOR.201,1709,had,O
LIPITOR.201,1709,a,O
LIPITOR.201,1709,small,O
LIPITOR.201,1709,stroke,B-Disease
LIPITOR.201,1709,and,O
LIPITOR.201,1709,spent,O
LIPITOR.201,1709,three,O
LIPITOR.201,1709,days,O
LIPITOR.201,1709,in,O
LIPITOR.201,1709,the,O
LIPITOR.201,1709,hospital,O
LIPITOR.201,1709,0,O
LIPITOR.201,1710,To,O
LIPITOR.201,1710,make,O
LIPITOR.201,1710,a,O
LIPITOR.201,1710,long,O
LIPITOR.201,1710,story,O
LIPITOR.201,1710,short,O
LIPITOR.201,1710,",",O
LIPITOR.201,1710,there,O
LIPITOR.201,1710,are,O
LIPITOR.201,1710,no,O
LIPITOR.201,1710,after,O
LIPITOR.201,1710,effects,O
LIPITOR.201,1710,of,O
LIPITOR.201,1710,the,O
LIPITOR.201,1710,stroke,O
LIPITOR.201,1710,0,O
LIPITOR.201,1711,In,O
LIPITOR.201,1711,other,O
LIPITOR.201,1711,words,O
LIPITOR.201,1711,the,O
LIPITOR.201,1711,symptoms,O
LIPITOR.201,1711,went,O
LIPITOR.201,1711,away,O
LIPITOR.201,1711,0,O
LIPITOR.201,1712,But,O
LIPITOR.201,1712,",",O
LIPITOR.201,1712,my,O
LIPITOR.201,1712,Doc,O
LIPITOR.201,1712,put,O
LIPITOR.201,1712,me,O
LIPITOR.201,1712,on,O
LIPITOR.201,1712,Aggrenox,O
LIPITOR.201,1712,and,O
LIPITOR.201,1712,20mg,O
LIPITOR.201,1712,of,O
LIPITOR.201,1712,Lipitor,B-Drug
LIPITOR.201,1712,0,O
LIPITOR.201,1713,I,O
LIPITOR.201,1713,have,O
LIPITOR.201,1713,very,O
LIPITOR.201,1713,high,O
LIPITOR.201,1713,arches,O
LIPITOR.201,1713,and,O
LIPITOR.201,1713,have,O
LIPITOR.201,1713,had,O
LIPITOR.201,1713,a,O
LIPITOR.201,1713,little,O
LIPITOR.201,1713,tingling,B-ADR
LIPITOR.201,1713,in,O
LIPITOR.201,1713,my,O
LIPITOR.201,1713,feet,O
LIPITOR.201,1713,for,O
LIPITOR.201,1713,years,O
LIPITOR.201,1713,0,O
LIPITOR.201,1714,This,O
LIPITOR.201,1714,is,O
LIPITOR.201,1714,really,O
LIPITOR.201,1714,helped,O
LIPITOR.201,1714,with,O
LIPITOR.201,1714,a,O
LIPITOR.201,1714,good,O
LIPITOR.201,1714,arch,O
LIPITOR.201,1714,support,O
LIPITOR.201,1714,0,O
LIPITOR.201,1715,But,O
LIPITOR.201,1715,for,O
LIPITOR.201,1715,the,O
LIPITOR.201,1715,last,O
LIPITOR.201,1715,two,O
LIPITOR.201,1715,months,O
LIPITOR.201,1715,the,O
LIPITOR.201,1715,pain,B-ADR
LIPITOR.201,1715,in,O
LIPITOR.201,1715,my,O
LIPITOR.201,1715,feet,O
LIPITOR.201,1715,and,O
LIPITOR.201,1715,calves,O
LIPITOR.201,1715,(,O
LIPITOR.201,1715,and,O
LIPITOR.201,1715,sometimes,O
LIPITOR.201,1715,thigh,O
LIPITOR.201,1715,),O
LIPITOR.201,1715,has,O
LIPITOR.201,1715,gotten,O
LIPITOR.201,1715,much,O
LIPITOR.201,1715,worse,O
LIPITOR.201,1715,0,O
LIPITOR.201,1716,I,O
LIPITOR.201,1716,cannot,B-ADR
LIPITOR.201,1716,walk,I-ADR
LIPITOR.201,1716,very,O
LIPITOR.201,1716,far,O
LIPITOR.201,1716,and,O
LIPITOR.201,1716,sleeping,O
LIPITOR.201,1716,has,O
LIPITOR.201,1716,become,O
LIPITOR.201,1716,a,O
LIPITOR.201,1716,problem,O
LIPITOR.201,1716,because,O
LIPITOR.201,1716,of,O
LIPITOR.201,1716,the,O
LIPITOR.201,1716,pain,B-ADR
LIPITOR.201,1716,0,O
LIPITOR.201,1717,Because,O
LIPITOR.201,1717,of,O
LIPITOR.201,1717,the,O
LIPITOR.201,1717,preexisting,O
LIPITOR.201,1717,arch,B-Disease
LIPITOR.201,1717,problem,I-Disease
LIPITOR.201,1717,",",O
LIPITOR.201,1717,I,O
LIPITOR.201,1717,thought,O
LIPITOR.201,1717,it,O
LIPITOR.201,1717,was,O
LIPITOR.201,1717,just,O
LIPITOR.201,1717,naturally,O
LIPITOR.201,1717,getting,O
LIPITOR.201,1717,worse,O
LIPITOR.201,1717,but,O
LIPITOR.201,1717,after,O
LIPITOR.201,1717,finding,O
LIPITOR.201,1717,this,O
LIPITOR.201,1717,web,O
LIPITOR.201,1717,site,O
LIPITOR.201,1717,I,O
LIPITOR.201,1717,am,O
LIPITOR.201,1717,not,O
LIPITOR.201,1717,sure,O
LIPITOR.201,1717,if,O
LIPITOR.201,1717,it,O
LIPITOR.201,1717,is,O
LIPITOR.201,1717,not,O
LIPITOR.201,1717,the,O
LIPITOR.201,1717,Lipitor,B-Drug
LIPITOR.201,1717,0,O
LIPITOR.201,1718,On,O
LIPITOR.201,1718,a,O
LIPITOR.201,1718,pain,B-ADR
LIPITOR.201,1718,scale,O
LIPITOR.201,1718,it,O
LIPITOR.201,1718,has,O
LIPITOR.201,1718,gone,O
LIPITOR.201,1718,from,O
LIPITOR.201,1718,a,O
LIPITOR.201,1718,1,O
LIPITOR.201,1718,or,O
LIPITOR.201,1718,2,O
LIPITOR.201,1718,to,O
LIPITOR.201,1718,7,O
LIPITOR.201,1718,or,O
LIPITOR.201,1718,8,O
LIPITOR.201,1718,0,O
LIPITOR.201,1719,I,O
LIPITOR.201,1719,have,O
LIPITOR.201,1719,a,O
LIPITOR.201,1719,followup,O
LIPITOR.201,1719,apointment,O
LIPITOR.201,1719,with,O
LIPITOR.201,1719,my,O
LIPITOR.201,1719,Doctor,O
LIPITOR.201,1719,in,O
LIPITOR.201,1719,two,O
LIPITOR.201,1719,days,O
LIPITOR.201,1719,and,O
LIPITOR.201,1719,was,O
LIPITOR.201,1719,thinking,O
LIPITOR.201,1719,of,O
LIPITOR.201,1719,asking,O
LIPITOR.201,1719,him,O
LIPITOR.201,1719,if,O
LIPITOR.201,1719,I,O
LIPITOR.201,1719,could,O
LIPITOR.201,1719,go,O
LIPITOR.201,1719,off,O
LIPITOR.201,1719,the,O
LIPITOR.201,1719,Lipitor,B-Drug
LIPITOR.201,1719,0,O
LIPITOR.201,1720,What,O
LIPITOR.201,1720,do,O
LIPITOR.201,1720,you,O
LIPITOR.201,1720,think,O
LIPITOR.201,1720,?,O
LIPITOR.201,1720,0,O
LIPITOR.202,1721,periodic,O
LIPITOR.202,1721,achy,B-ADR
LIPITOR.202,1721,muscles,I-ADR
LIPITOR.202,1721,0,O
LIPITOR.202,1722,20,O
LIPITOR.202,1722,mg,O
LIPITOR.202,1722,0,O
LIPITOR.202,1723,brought,O
LIPITOR.202,1723,my,O
LIPITOR.202,1723,counts,O
LIPITOR.202,1723,way,O
LIPITOR.202,1723,down,O
LIPITOR.202,1723,0,O
LIPITOR.203,1724,It,O
LIPITOR.203,1724,did,O
LIPITOR.203,1724,lower,O
LIPITOR.203,1724,my,O
LIPITOR.203,1724,cholesterol,O
LIPITOR.203,1724,",",O
LIPITOR.203,1724,but,O
LIPITOR.203,1724,I,O
LIPITOR.203,1724,became,O
LIPITOR.203,1724,so,O
LIPITOR.203,1724,depressed,B-ADR
LIPITOR.203,1724,that,O
LIPITOR.203,1724,I,O
LIPITOR.203,1724,called,O
LIPITOR.203,1724,my,O
LIPITOR.203,1724,doctor,O
LIPITOR.203,1724,and,O
LIPITOR.203,1724,told,O
LIPITOR.203,1724,her,O
LIPITOR.203,1724,I,O
LIPITOR.203,1724,refused,O
LIPITOR.203,1724,to,O
LIPITOR.203,1724,take,O
LIPITOR.203,1724,it,O
LIPITOR.203,1724,anymore,O
LIPITOR.203,1724,0,O
LIPITOR.203,1725,I,O
LIPITOR.203,1725,think,O
LIPITOR.203,1725,this,O
LIPITOR.203,1725,effect,O
LIPITOR.203,1725,may,O
LIPITOR.203,1725,have,O
LIPITOR.203,1725,been,O
LIPITOR.203,1725,caused,O
LIPITOR.203,1725,by,O
LIPITOR.203,1725,an,O
LIPITOR.203,1725,interaction,O
LIPITOR.203,1725,with,O
LIPITOR.203,1725,the,O
LIPITOR.203,1725,birth,B-Drug
LIPITOR.203,1725,control,I-Drug
LIPITOR.203,1725,pill,I-Drug
LIPITOR.203,1725,0,O
LIPITOR.203,1726,it,O
LIPITOR.203,1726,lowered,O
LIPITOR.203,1726,my,O
LIPITOR.203,1726,numbers,O
LIPITOR.203,1726,",",O
LIPITOR.203,1726,but,O
LIPITOR.203,1726,made,O
LIPITOR.203,1726,my,O
LIPITOR.203,1726,life,O
LIPITOR.203,1726,miserable,O
LIPITOR.203,1726,0,O
LIPITOR.204,1727,I,O
LIPITOR.204,1727,added,O
LIPITOR.204,1727,a,O
LIPITOR.204,1727,rating,O
LIPITOR.204,1727,about,O
LIPITOR.204,1727,a,O
LIPITOR.204,1727,month,O
LIPITOR.204,1727,ago,O
LIPITOR.204,1727,0,O
LIPITOR.204,1728,At,O
LIPITOR.204,1728,that,O
LIPITOR.204,1728,time,O
LIPITOR.204,1728,",",O
LIPITOR.204,1728,I,O
LIPITOR.204,1728,just,O
LIPITOR.204,1728,stopped,O
LIPITOR.204,1728,taking,O
LIPITOR.204,1728,Lipitor,B-Drug
LIPITOR.204,1728,after,O
LIPITOR.204,1728,only,O
LIPITOR.204,1728,three,O
LIPITOR.204,1728,weeks,O
LIPITOR.204,1728,because,O
LIPITOR.204,1728,of,O
LIPITOR.204,1728,the,O
LIPITOR.204,1728,major,O
LIPITOR.204,1728,side,O
LIPITOR.204,1728,effects,O
LIPITOR.204,1728,I,O
LIPITOR.204,1728,experienced,O
LIPITOR.204,1728,0,O
LIPITOR.204,1729,Many,O
LIPITOR.204,1729,of,O
LIPITOR.204,1729,the,O
LIPITOR.204,1729,side,O
LIPITOR.204,1729,effects,O
LIPITOR.204,1729,have,O
LIPITOR.204,1729,lifted,O
LIPITOR.204,1729,however,O
LIPITOR.204,1729,I,O
LIPITOR.204,1729,am,O
LIPITOR.204,1729,still,O
LIPITOR.204,1729,experiencing,O
LIPITOR.204,1729,sore,B-ADR
LIPITOR.204,1729,and,I-ADR
LIPITOR.204,1729,stiff,I-ADR
LIPITOR.204,1729,hips,I-ADR
LIPITOR.204,1729,",",I-ADR
LIPITOR.204,1729,knees,I-ADR
LIPITOR.204,1729,",",I-ADR
LIPITOR.204,1729,ankles,I-ADR
LIPITOR.204,1729,and,I-ADR
LIPITOR.204,1729,feet,I-ADR
LIPITOR.204,1729,0,O
LIPITOR.204,1730,I,O
LIPITOR.204,1730,feel,O
LIPITOR.204,1730,like,O
LIPITOR.204,1730,the,O
LIPITOR.204,1730,lower,O
LIPITOR.204,1730,half,O
LIPITOR.204,1730,of,O
LIPITOR.204,1730,my,O
LIPITOR.204,1730,body,O
LIPITOR.204,1730,belongs,O
LIPITOR.204,1730,to,O
LIPITOR.204,1730,a,O
LIPITOR.204,1730,much,O
LIPITOR.204,1730,older,O
LIPITOR.204,1730,person,O
LIPITOR.204,1730,than,O
LIPITOR.204,1730,me,O
LIPITOR.204,1730,",",O
LIPITOR.204,1730,I,O
LIPITOR.204,1730,',O
LIPITOR.204,1730,m,O
LIPITOR.204,1730,only,O
LIPITOR.204,1730,48,O
LIPITOR.204,1730,years,O
LIPITOR.204,1730,old,O
LIPITOR.204,1730,but,O
LIPITOR.204,1730,feel,O
LIPITOR.204,1730,90,O
LIPITOR.204,1730,0,O
LIPITOR.204,1731,I,O
LIPITOR.204,1731,am,O
LIPITOR.204,1731,very,O
LIPITOR.204,1731,concerned,O
LIPITOR.204,1731,that,O
LIPITOR.204,1731,I,O
LIPITOR.204,1731,may,O
LIPITOR.204,1731,have,O
LIPITOR.204,1731,permanent,O
LIPITOR.204,1731,damage,O
LIPITOR.204,1731,done,O
LIPITOR.204,1731,to,O
LIPITOR.204,1731,my,O
LIPITOR.204,1731,legs,O
LIPITOR.204,1731,because,O
LIPITOR.204,1731,of,O
LIPITOR.204,1731,only,O
LIPITOR.204,1731,three,O
LIPITOR.204,1731,weeks,O
LIPITOR.204,1731,on,O
LIPITOR.204,1731,this,O
LIPITOR.204,1731,drug,O
LIPITOR.204,1731,0,O
LIPITOR.204,1732,Is,O
LIPITOR.204,1732,anyone,O
LIPITOR.204,1732,else,O
LIPITOR.204,1732,experiencing,O
LIPITOR.204,1732,this,O
LIPITOR.204,1732,lasting,O
LIPITOR.204,1732,effect,O
LIPITOR.204,1732,from,O
LIPITOR.204,1732,Lipitor,B-Drug
LIPITOR.204,1732,?,O
LIPITOR.204,1732,0,O
LIPITOR.205,1733,Alopecia,B-ADR
LIPITOR.205,1733,",",O
LIPITOR.205,1733,nausea,B-ADR
LIPITOR.205,1733,",",O
LIPITOR.205,1733,vomiting,B-ADR
LIPITOR.205,1733,",",O
LIPITOR.205,1733,severe,B-ADR
LIPITOR.205,1733,back,I-ADR
LIPITOR.205,1733,and,I-ADR
LIPITOR.205,1733,hip,I-ADR
LIPITOR.205,1733,pain,I-ADR
LIPITOR.205,1733,",",O
LIPITOR.205,1733,depression,B-ADR
LIPITOR.205,1733,",",O
LIPITOR.205,1733,dark,B-ADR
LIPITOR.205,1733,thoughts,I-ADR
LIPITOR.205,1733,",",O
LIPITOR.205,1733,overwhelming,O
LIPITOR.205,1733,exhaustion,B-ADR
LIPITOR.205,1733,and,O
LIPITOR.205,1733,muscle,B-ADR
LIPITOR.205,1733,fatigue,I-ADR
LIPITOR.205,1733,",",O
LIPITOR.205,1733,sleeplessness,B-ADR
LIPITOR.205,1733,",",O
LIPITOR.205,1733,facial,B-ADR
LIPITOR.205,1733,paralysis,I-ADR
LIPITOR.205,1733,",",O
LIPITOR.205,1733,loss,O
LIPITOR.205,1733,of,O
LIPITOR.205,1733,quality,O
LIPITOR.205,1733,of,O
LIPITOR.205,1733,life,O
LIPITOR.205,1733,0,O
LIPITOR.205,1734,Have,O
LIPITOR.205,1734,been,O
LIPITOR.205,1734,on,O
LIPITOR.205,1734,Lipitor,B-Drug
LIPITOR.205,1734,for,O
LIPITOR.205,1734,approx,O
LIPITOR.205,1734,0,O
LIPITOR.205,1735,2,O
LIPITOR.205,1735,1,O
LIPITOR.205,1735,/,O
LIPITOR.205,1735,2,O
LIPITOR.205,1735,years,O
LIPITOR.205,1735,0,O
LIPITOR.205,1736,Within,O
LIPITOR.205,1736,5,O
LIPITOR.205,1736,months,O
LIPITOR.205,1736,experienced,O
LIPITOR.205,1736,alopecia,B-ADR
LIPITOR.205,1736,",",O
LIPITOR.205,1736,which,O
LIPITOR.205,1736,I,O
LIPITOR.205,1736,had,O
LIPITOR.205,1736,never,O
LIPITOR.205,1736,had,O
LIPITOR.205,1736,before,O
LIPITOR.205,1736,and,O
LIPITOR.205,1736,excused,O
LIPITOR.205,1736,as,O
LIPITOR.205,1736,stress,B-Finding
LIPITOR.205,1736,related,O
LIPITOR.205,1736,0,O
LIPITOR.205,1737,Nausea,B-ADR
LIPITOR.205,1737,and,O
LIPITOR.205,1737,vomiting,B-ADR
LIPITOR.205,1737,began,O
LIPITOR.205,1737,several,O
LIPITOR.205,1737,months,O
LIPITOR.205,1737,later,O
LIPITOR.205,1737,",",O
LIPITOR.205,1737,if,O
LIPITOR.205,1737,taken,O
LIPITOR.205,1737,within,O
LIPITOR.205,1737,a,O
LIPITOR.205,1737,3,O
LIPITOR.205,1737,-,O
LIPITOR.205,1737,4,O
LIPITOR.205,1737,hours,O
LIPITOR.205,1737,of,O
LIPITOR.205,1737,eating,O
LIPITOR.205,1737,0,O
LIPITOR.205,1738,Then,O
LIPITOR.205,1738,within,O
LIPITOR.205,1738,a,O
LIPITOR.205,1738,year,O
LIPITOR.205,1738,of,O
LIPITOR.205,1738,being,O
LIPITOR.205,1738,on,O
LIPITOR.205,1738,the,O
LIPITOR.205,1738,medication,O
LIPITOR.205,1738,",",O
LIPITOR.205,1738,I,O
LIPITOR.205,1738,experienced,O
LIPITOR.205,1738,severe,O
LIPITOR.205,1738,facial,B-ADR
LIPITOR.205,1738,paralysis,I-ADR
LIPITOR.205,1738,diagnosed,O
LIPITOR.205,1738,as,O
LIPITOR.205,1738,Bell,B-Disease
LIPITOR.205,1738,',I-Disease
LIPITOR.205,1738,s,I-Disease
LIPITOR.205,1738,Palsey,I-Disease
LIPITOR.205,1738,0,O
LIPITOR.205,1739,Severe,O
LIPITOR.205,1739,hip,B-ADR
LIPITOR.205,1739,and,I-ADR
LIPITOR.205,1739,back,I-ADR
LIPITOR.205,1739,pain,I-ADR
LIPITOR.205,1739,followed,O
LIPITOR.205,1739,",",O
LIPITOR.205,1739,along,O
LIPITOR.205,1739,with,O
LIPITOR.205,1739,depression,B-ADR
LIPITOR.205,1739,",",O
LIPITOR.205,1739,thoughts,B-ADR
LIPITOR.205,1739,of,I-ADR
LIPITOR.205,1739,suicide,I-ADR
LIPITOR.205,1739,and,O
LIPITOR.205,1739,paranoia,B-ADR
LIPITOR.205,1739,0,O
LIPITOR.205,1740,The,O
LIPITOR.205,1740,overwhelming,O
LIPITOR.205,1740,exhaustion,B-ADR
LIPITOR.205,1740,that,O
LIPITOR.205,1740,I,O
LIPITOR.205,1740,felt,O
LIPITOR.205,1740,every,O
LIPITOR.205,1740,morning,O
LIPITOR.205,1740,for,O
LIPITOR.205,1740,over,O
LIPITOR.205,1740,a,O
LIPITOR.205,1740,year,O
LIPITOR.205,1740,intensified,O
LIPITOR.205,1740,0,O
LIPITOR.205,1741,I,O
LIPITOR.205,1741,have,O
LIPITOR.205,1741,tried,O
LIPITOR.205,1741,altering,O
LIPITOR.205,1741,when,O
LIPITOR.205,1741,I,O
LIPITOR.205,1741,take,O
LIPITOR.205,1741,Lipitor,B-Drug
LIPITOR.205,1741,but,O
LIPITOR.205,1741,it,O
LIPITOR.205,1741,did,O
LIPITOR.205,1741,not,O
LIPITOR.205,1741,help,O
LIPITOR.205,1741,with,O
LIPITOR.205,1741,the,O
LIPITOR.205,1741,nausea,B-ADR
LIPITOR.205,1741,0,O
LIPITOR.205,1742,I,O
LIPITOR.205,1742,stopped,O
LIPITOR.205,1742,taking,O
LIPITOR.205,1742,the,O
LIPITOR.205,1742,Lipitor,B-Drug
LIPITOR.205,1742,45,O
LIPITOR.205,1742,days,O
LIPITOR.205,1742,ago,O
LIPITOR.205,1742,after,O
LIPITOR.205,1742,I,O
LIPITOR.205,1742,began,O
LIPITOR.205,1742,to,O
LIPITOR.205,1742,experience,O
LIPITOR.205,1742,hair,B-ADR
LIPITOR.205,1742,loss,I-ADR
LIPITOR.205,1742,again,O
LIPITOR.205,1742,0,O
LIPITOR.205,1743,I,O
LIPITOR.205,1743,researched,O
LIPITOR.205,1743,Lipitor,B-Drug
LIPITOR.205,1743,in,O
LIPITOR.205,1743,a,O
LIPITOR.205,1743,pharmacy,O
LIPITOR.205,1743,book,O
LIPITOR.205,1743,and,O
LIPITOR.205,1743,realized,O
LIPITOR.205,1743,hair,B-ADR
LIPITOR.205,1743,loss,I-ADR
LIPITOR.205,1743,",",O
LIPITOR.205,1743,along,O
LIPITOR.205,1743,with,O
LIPITOR.205,1743,most,O
LIPITOR.205,1743,of,O
LIPITOR.205,1743,my,O
LIPITOR.205,1743,other,O
LIPITOR.205,1743,ailments,O
LIPITOR.205,1743,",",O
LIPITOR.205,1743,were,O
LIPITOR.205,1743,side,O
LIPITOR.205,1743,effects,O
LIPITOR.205,1743,0,O
LIPITOR.205,1744,I,O
LIPITOR.205,1744,started,O
LIPITOR.205,1744,noticing,O
LIPITOR.205,1744,improvement,O
LIPITOR.205,1744,during,O
LIPITOR.205,1744,the,O
LIPITOR.205,1744,first,O
LIPITOR.205,1744,30,O
LIPITOR.205,1744,days,O
LIPITOR.205,1744,0,O
LIPITOR.205,1745,At,O
LIPITOR.205,1745,45,O
LIPITOR.205,1745,days,O
LIPITOR.205,1745,",",O
LIPITOR.205,1745,my,O
LIPITOR.205,1745,facial,B-ADR
LIPITOR.205,1745,paralysis,I-ADR
LIPITOR.205,1745,is,O
LIPITOR.205,1745,99,O
LIPITOR.205,1745,%,O
LIPITOR.205,1745,gone,O
LIPITOR.205,1745,",",O
LIPITOR.205,1745,I,O
LIPITOR.205,1745,wake,O
LIPITOR.205,1745,rested,O
